5.000000000000000000e-01, 4.235471183229256765e-82
5.001000200040007782e-01, 6.371745138325401006e-82
5.002000400080015563e-01, 9.580474676483238474e-82
5.003000600120024455e-01, 1.439751780703836327e-81
5.004000800160032236e-01, 2.162520272659521680e-81
5.005001000200040018e-01, 3.246420085444809365e-81
5.006001200240047799e-01, 4.871034571142016858e-81
5.007001400280055581e-01, 7.304822596235942612e-81
5.008001600320064473e-01, 1.094889020091927694e-80
5.009001800360072254e-01, 1.640221475921368552e-80
5.010002000400080036e-01, 2.455878366073068628e-80
5.011002200440087817e-01, 3.675218626556050286e-80
5.012002400480095599e-01, 5.497072571572018013e-80
5.013002600520104490e-01, 8.217727351914466666e-80
5.014002800560112272e-01, 1.227846147180584298e-79
5.015003000600120053e-01, 1.833614951326532815e-79
5.016003200640127835e-01, 2.736807789955192360e-79
5.017003400680135616e-01, 4.082746537736769039e-79
5.018003600720144508e-01, 6.087409351002230439e-79
5.019003800760152290e-01, 9.071613968166211399e-79
5.020004000800160071e-01, 1.351165603994752077e-78
5.021004200840167853e-01, 2.011428350720256228e-78
5.022004400880175634e-01, 2.992764331988948036e-78
5.023004600920184526e-01, 4.450537220381627574e-78
5.024004800960192307e-01, 6.614915817887469940e-78
5.025005001000200089e-01, 9.826710732472829566e-78
5.026005201040207870e-01, 1.459029215693474390e-77
5.027005401080215652e-01, 2.165168851979879175e-77
5.028005601120224544e-01, 3.211378675349473453e-77
5.029005801160232325e-01, 4.760616896621084092e-77
5.030006001200240107e-01, 7.053536438789925219e-77
5.031006201240247888e-01, 1.044533951614422384e-76
5.032006401280255670e-01, 1.546002434850472516e-76
5.033006601320264561e-01, 2.287018892928620889e-76
5.034006801360272343e-01, 3.381436973949881104e-76
5.035007001400280124e-01, 4.996947745649485405e-76
5.036007201440287906e-01, 7.380406536886757813e-76
5.037007401480295687e-01, 1.089501237310116974e-75
5.038007601520304579e-01, 1.607485768943560070e-75
5.039007801560312361e-01, 2.370492097630404037e-75
5.040008001600320142e-01, 3.493830670878906094e-75
5.041008201640327924e-01, 5.146798434364449111e-75
5.042008401680335705e-01, 7.577822588957245682e-75
5.043008601720344597e-01, 1.115125308944444141e-74
5.044008801760352378e-01, 1.640117180879710896e-74
5.045009001800360160e-01, 2.411004658098413716e-74
5.046009201840367941e-01, 3.542364010460274623e-74
5.047009401880375723e-01, 5.201879532746019049e-74
5.048009601920384615e-01, 7.634829800244944747e-74
5.049009801960392396e-01, 1.119980330741426750e-73
5.050010002000400178e-01, 1.642076543045241025e-73
5.051010202040407959e-01, 2.406292209453821024e-73
5.052010402080415741e-01, 3.524319710595197506e-73
5.053010602120424632e-01, 5.159103001285611064e-73
5.054010802160432414e-01, 7.548228949697799721e-73
5.055011002200440196e-01, 1.103793663200048481e-72
5.056011202240447977e-01, 1.613253791589686845e-72
5.057011402280455759e-01, 2.356619454407624093e-72
5.058011602320464650e-01, 3.440710942715388963e-72
5.059011802360472432e-01, 5.020868936982838818e-72
5.060012002400480213e-01, 7.322873755609218413e-72
5.061012202440487995e-01, 1.067471221197649918e-71
5.062012402480495776e-01, 1.555259166528870106e-71
5.063012602520503558e-01, 2.264755536919917478e-71
5.064012802560512450e-01, 3.296187108850058140e-71
5.065013002600520231e-01, 4.794842532424789376e-71
5.066013202640528013e-01, 6.971220306060257838e-71
5.067013402680535794e-01, 1.013013498100588488e-70
5.068013602720543576e-01, 1.471274212153265650e-70
5.069013802760552467e-01, 2.135718352617010535e-70
5.070014002800560249e-01, 3.098605607146055997e-70
5.071014202840568030e-01, 4.493250085723364140e-70
5.072014402880575812e-01, 6.512186747577350477e-70
5.073014602920583593e-01, 9.433330863820471362e-70
5.074014802960592485e-01, 1.365762720380278602e-69
5.075015003000600267e-01, 1.976320644059360362e-69
5.076015203040608048e-01, 2.858324463385222145e-69
5.077015403080615830e-01, 4.131784018315989090e-69
5.078015603120623611e-01, 5.969468470605621572e-69
5.079015803160632503e-01, 8.619968523691020484e-69
5.080016003200640284e-01, 1.244078152196293157e-68
5.081016203240648066e-01, 1.794574997323858035e-68
5.082016403280655847e-01, 2.587304406416215461e-68
5.083016603320663629e-01, 3.728253289015961063e-68
5.084016803360672521e-01, 5.369517439131019048e-68
5.085017003400680302e-01, 7.729244949128751848e-68
5.086017203440688084e-01, 1.112015524926230326e-67
5.087017403480695865e-01, 1.599029942729446731e-67
5.088017603520703647e-01, 2.298128496695627898e-67
5.089017803560712538e-01, 3.301140325890790875e-67
5.090018003600720320e-01, 4.739424723487793771e-67
5.091018203640728101e-01, 6.800788044285292088e-67
5.092018403680735883e-01, 9.753597185945792830e-67
5.093018603720743664e-01, 1.398113269892862458e-66
5.094018803760752556e-01, 2.003050348679502529e-66
5.095019003800760338e-01, 2.868225813306655189e-66
5.096019203840768119e-01, 4.104939684579714585e-66
5.097019403880775901e-01, 5.871812599868354771e-66
5.098019603920783682e-01, 8.394784633195308192e-66
5.099019803960792574e-01, 1.199551497541757598e-65
